(1034, 156)
(1026, 154)
(1018, 154)
(1009, 154)
(999, 154)
(990, 154)
(979, 154)
(968, 154)
(957, 154)
(946, 154)
(935, 155)
(925, 156)
(914, 159)
(903, 161)
(892, 162)
(883, 165)
(872, 167)
(863, 170)
(854, 172)
(843, 176)
(835, 178)
(827, 181)
(818, 183)
(811, 186)
(801, 190)
(795, 193)
(785, 198)
(779, 201)
(772, 204)
(765, 208)
(758, 214)
(752, 218)
(745, 223)
(741, 228)
(737, 232)
(733, 237)
(729, 241)
(725, 247)
(721, 255)
(718, 262)
(715, 269)
(711, 279)
(708, 290)
(708, 300)
(705, 316)
(705, 328)
(705, 338)
(709, 351)
(715, 359)
(719, 371)
(724, 381)
(727, 387)
(731, 394)
(734, 401)
(739, 409)
(744, 416)
(752, 426)
(758, 434)
(766, 445)
(774, 452)
(781, 459)
(789, 464)
(792, 468)
(800, 475)
(805, 479)
(811, 484)
(818, 489)
(826, 492)
(832, 494)
(841, 498)
(850, 502)
(859, 504)
(870, 507)
(878, 509)
(890, 513)
(900, 515)
(912, 519)
(923, 521)
(934, 524)
(944, 525)
(956, 526)
(967, 527)
(978, 529)
(991, 530)
(1003, 531)
(1015, 532)
(1026, 532)
(1038, 534)
(1049, 534)
(1058, 534)
(1070, 534)
(1081, 534)
(1091, 534)
(1102, 534)
(1112, 534)
(1123, 534)
(1132, 534)
(1143, 534)
(1152, 534)
(1163, 534)
(1172, 534)
(1180, 534)
(1191, 534)
(1200, 534)
(1210, 533)
(1221, 532)
(1230, 529)
(1240, 528)
(1249, 525)
(1262, 521)
(1271, 518)
(1285, 514)
(1296, 511)
(1308, 507)
(1320, 505)
(1331, 500)
(1340, 496)
(1348, 494)
(1357, 490)
(1365, 487)
(1372, 484)
(1378, 481)
(1383, 479)
(1390, 476)
(1393, 475)
(1400, 471)
(1405, 464)
(1411, 458)
(1418, 453)
(1428, 444)
(1436, 440)
(1445, 434)
(1455, 427)
(1464, 423)
(1473, 415)
(1483, 407)
(1491, 401)
(1497, 395)
(1504, 388)
(1509, 382)
(1516, 375)
(1524, 365)
(1531, 357)
(1539, 348)
(1546, 340)
(1553, 332)
(1558, 325)
(1563, 316)
(1570, 308)
(1575, 300)
(1580, 292)
(1585, 283)
(1589, 277)
(1593, 269)
(1597, 264)
(1602, 257)
(1606, 249)
(1610, 243)
(1612, 239)
(1616, 233)
(1620, 228)
(1622, 225)
(1625, 220)
(1631, 214)
(1633, 209)
(1637, 203)
(1640, 201)
(1643, 197)
(1645, 196)
(1647, 193)
(1648, 192)
(1648, 191)
(1650, 189)
(1651, 188)
(1653, 185)
(1655, 183)
(1656, 181)
(1658, 180)
(1661, 177)
(1662, 176)
(1666, 173)
(1667, 172)
(1670, 169)
(1673, 165)
(1678, 160)
(1682, 156)
(1686, 152)
(1693, 144)
(1699, 139)
(1705, 134)
(1710, 130)
(1716, 125)
(1721, 120)
(1726, 114)
(1730, 109)
(1733, 106)
(1736, 101)
(1740, 95)
(1742, 90)
(1745, 87)
(1747, 84)
(1749, 80)
(1751, 78)
(1752, 75)
(1754, 73)
(1755, 72)
(1756, 70)
(1757, 68)
(1758, 67)
(1759, 65)
(1759, 65)
(1760, 64)
(1761, 61)
(1761, 61)
(1762, 60)
(1762, 59)
(1763, 58)
(1764, 57)
(1765, 59)
(1767, 66)
(1770, 73)
(1771, 82)
(1771, 92)
(1771, 101)
(1772, 113)
(1772, 125)
(1772, 136)
(1772, 148)
(1772, 161)
(1772, 175)
(1772, 187)
(1772, 205)
(1772, 225)
(1772, 241)
(1772, 260)
(1772, 288)
(1772, 312)
(1772, 324)
(1772, 340)
(1772, 350)
(1772, 359)
(1772, 367)
(1774, 375)
(1775, 382)
(1776, 390)
(1776, 397)
(1777, 406)
(1777, 416)
(1777, 425)
(1777, 437)
(1777, 449)
(1777, 463)
(1777, 477)
(1777, 489)
(1777, 502)
(1777, 514)
(1777, 527)
(1777, 540)
(1775, 554)
(1773, 567)
(1769, 579)
(1767, 594)
(1764, 605)
(1763, 620)
(1760, 633)
(1757, 651)
(1750, 670)
(1741, 693)
(1733, 708)
(1723, 727)
(1712, 743)
(1701, 759)
(1695, 771)
(1685, 782)
(1680, 791)
(1672, 801)
(1667, 809)
(1660, 818)
(1651, 828)
(1642, 840)
(1633, 847)
(1623, 856)
(1612, 863)
(1601, 871)
(1590, 879)
(1579, 884)
(1570, 890)
(1560, 895)
(1550, 899)
(1543, 901)
(1536, 904)
(1529, 906)
(1522, 907)
(1514, 910)
(1505, 910)
(1495, 910)
(1486, 910)
(1475, 910)
(1465, 910)
(1453, 910)
(1441, 909)
(1426, 908)
(1411, 905)
(1398, 905)
(1381, 905)
(1362, 905)
(1343, 905)
(1321, 905)
(1302, 905)
(1286, 905)
(1266, 905)
(1253, 905)
(1233, 905)
(1214, 905)
(1187, 905)
(1159, 905)
(1129, 905)
(1098, 901)
(1069, 897)
(1038, 893)
(1010, 889)
(984, 886)
(958, 881)
(934, 878)
(911, 874)
(888, 871)
(861, 866)
(841, 863)
(814, 855)
(785, 850)
(761, 846)
(736, 838)
(715, 833)
(692, 825)
(673, 820)
(654, 814)
(632, 807)
(605, 801)
(581, 794)
(555, 790)
(527, 780)
(500, 774)
(475, 766)
(451, 758)
(426, 751)
(403, 741)
(376, 732)
(352, 719)
(331, 709)
(311, 702)
(294, 695)
(281, 686)
(263, 678)
(251, 673)
(238, 667)
(226, 660)
(214, 655)
(205, 649)
(193, 643)
(185, 638)
(177, 632)
(169, 624)
(160, 616)
(153, 608)
(146, 600)
(141, 594)
(134, 587)
(129, 579)
(124, 571)
(120, 563)
(117, 556)
(114, 549)
(111, 538)
(109, 529)
(108, 518)
(108, 507)
(108, 496)
(108, 479)
(108, 465)
(108, 449)
(108, 432)
(108, 415)
(111, 397)
(115, 376)
(116, 363)
(119, 349)
(121, 336)
(123, 324)
(126, 310)
(130, 301)
(134, 287)
(139, 276)
(145, 261)
(149, 250)
(153, 239)
(156, 231)
(161, 222)
(165, 213)
(170, 205)
(177, 195)
(181, 187)
(184, 181)
(190, 170)
(197, 161)
(204, 153)
(210, 146)
(219, 138)
(228, 130)
(236, 124)
(245, 119)
(252, 114)
(257, 110)
(263, 106)
(269, 102)
(272, 100)
(279, 97)
(285, 94)
(291, 92)
(301, 90)
(310, 87)
(320, 85)
(332, 82)
(343, 81)
(355, 78)
(372, 76)
(387, 75)
(407, 72)
(436, 69)
(464, 66)
(503, 61)
(541, 61)
(582, 61)
(620, 61)
(663, 61)
(699, 61)
(723, 61)
(748, 61)
(775, 61)
(794, 61)
(814, 61)
(833, 61)
(846, 61)
(867, 63)
(893, 68)
(918, 76)
(940, 83)
(965, 91)
(983, 95)
(1001, 103)
(1015, 106)
(1024, 111)
(1035, 116)
(1045, 123)
(1054, 128)
(1064, 135)
(1071, 141)
(1079, 149)
(1083, 156)
(1087, 163)
(1091, 173)
(1095, 184)
(1097, 195)
(1098, 205)
(1102, 225)
(1103, 239)
(1103, 259)
(1103, 284)
(1103, 314)
(1103, 341)
(1101, 364)
(1098, 387)
(1091, 410)
(1086, 426)
(1080, 445)
(1073, 465)
(1066, 487)
(1059, 507)
(1051, 525)
(1045, 544)
(1036, 564)
(1029, 584)
(1022, 606)
(1016, 625)
(1009, 645)
(1004, 657)
(996, 670)
(984, 683)
(969, 698)
(952, 713)
(928, 727)
(901, 740)
(872, 757)
(843, 775)
(820, 785)
(799, 796)
(782, 802)
(765, 807)
(750, 809)
(734, 809)
(712, 809)
(688, 809)
(662, 805)
(636, 795)
(609, 786)
(589, 772)
(566, 760)
(547, 750)
(533, 740)
(522, 732)
(511, 723)
(506, 719)
(500, 714)
(496, 710)
(492, 706)
(490, 703)
(487, 698)
(485, 694)
(483, 684)
(481, 677)
(478, 667)
(477, 658)
(477, 646)
(476, 637)
(475, 625)
(475, 614)
(475, 605)
(475, 595)
(475, 585)
(475, 577)
(477, 566)
(479, 556)
(482, 547)
(484, 539)
(487, 531)
(491, 526)
(495, 521)
(499, 514)
(504, 508)
(513, 499)
(519, 494)
(529, 486)
(538, 480)
(548, 473)
(558, 468)
(567, 462)
(577, 460)
(586, 456)
(597, 452)
(607, 449)
(621, 448)
(633, 446)
(646, 444)
(658, 443)
(672, 441)
(684, 438)
(699, 435)
(713, 433)
(725, 431)
(738, 429)
(750, 429)
(762, 428)
(773, 428)
(785, 428)
(796, 428)
(808, 428)
(820, 428)
(831, 428)
(843, 428)
(854, 430)
(866, 434)
(877, 435)
(889, 439)
(901, 443)
(916, 451)
(926, 454)
(937, 460)
(944, 464)
(954, 470)
(964, 474)
(974, 479)
(982, 485)
(991, 490)
(999, 496)
(1007, 501)
(1017, 507)
(1024, 513)
(1034, 519)
(1040, 524)
(1047, 531)
(1052, 536)
(1058, 543)
(1063, 550)
(1067, 556)
(1072, 563)
(1077, 572)
(1083, 581)
(1089, 590)
(1093, 597)
(1099, 607)
(1102, 615)
(1106, 625)
(1109, 632)
(1112, 638)
(1114, 644)
(1115, 651)
(1117, 655)
(1118, 659)
(1119, 662)
(1119, 668)
(1120, 672)
(1120, 676)
(1120, 682)
(1120, 687)
(1120, 692)
(1120, 699)
(1120, 705)
(1120, 710)
(1120, 715)
(1117, 724)
(1115, 731)
(1112, 739)
(1110, 744)
(1107, 750)
(1105, 756)
(1100, 763)
(1097, 768)
(1089, 775)
(1085, 779)
(1080, 784)
(1076, 788)
(1070, 793)
(1062, 796)
(1056, 800)
(1049, 804)
(1043, 807)
(1037, 810)
(1032, 812)
(1027, 815)
(1018, 819)
(1011, 821)
(1006, 822)
(1001, 825)
(994, 826)
(987, 826)
(983, 828)
(975, 829)
(968, 830)
(958, 830)
(946, 831)
(931, 834)
(917, 835)
(899, 835)
(879, 835)
(862, 836)
(840, 837)
(821, 841)
(807, 843)
(795, 843)
(787, 843)
