(908, 1078)
(908, 1078)
(906, 1075)
(904, 1075)
(898, 1070)
(892, 1060)
(881, 1048)
(872, 1035)
(859, 1015)
(848, 999)
(836, 978)
(824, 956)
(818, 942)
(813, 925)
(809, 909)
(805, 891)
(802, 873)
(800, 857)
(798, 842)
(797, 827)
(794, 818)
(793, 810)
(792, 800)
(791, 792)
(791, 784)
(789, 777)
(789, 769)
(789, 761)
(789, 756)
(789, 750)
(789, 743)
(790, 738)
(791, 735)
(793, 731)
(793, 730)
(793, 729)
(793, 727)
(793, 722)
(793, 718)
(792, 718)
(791, 717)
(790, 713)
(790, 711)
(790, 708)
(790, 706)
(790, 704)
(790, 703)
(790, 700)
(792, 700)
(793, 700)
(793, 698)
(789, 694)
(786, 684)
(780, 670)
(777, 658)
(775, 653)
(766, 639)
(765, 619)
(761, 608)
(753, 591)
(747, 577)
(741, 562)
(736, 550)
(730, 533)
(728, 524)
(725, 512)
(722, 501)
(721, 493)
(720, 482)
(719, 476)
(718, 467)
(718, 459)
(718, 451)
(718, 444)
(718, 439)
(718, 433)
(718, 425)
(718, 421)
(718, 416)
(718, 410)
(718, 402)
(718, 397)
(718, 390)
(718, 382)
(718, 377)
(718, 369)
(718, 365)
(718, 359)
(718, 355)
(718, 352)
(720, 348)
(720, 345)
(721, 342)
(722, 338)
(723, 335)
(724, 330)
(726, 326)
(728, 321)
(728, 319)
(731, 314)
(732, 312)
(734, 307)
(736, 303)
(738, 299)
(741, 296)
(742, 291)
(745, 288)
(748, 282)
(751, 277)
(755, 271)
(759, 264)
(763, 257)
(767, 252)
(773, 246)
(775, 244)
(778, 242)
(781, 237)
(783, 234)
(787, 229)
(790, 224)
(794, 220)
(799, 215)
(803, 209)
(808, 204)
(811, 199)
(814, 197)
(816, 194)
(818, 192)
(819, 191)
(819, 191)
(820, 190)
(821, 190)
(822, 190)
(822, 189)
(830, 189)
(854, 189)
(894, 189)
(946, 189)
(1000, 189)
(1057, 189)
(1111, 189)
(1170, 189)
(1227, 189)
(1284, 189)
(1335, 189)
(1379, 189)
(1425, 189)
(1468, 189)
(1514, 189)
(1552, 189)
(1593, 189)
(1623, 189)
(1642, 189)
(1655, 189)
(1665, 189)
(1669, 188)
(1671, 188)
(1673, 189)
(1674, 191)
(1677, 196)
(1677, 199)
(1678, 205)
(1681, 212)
(1682, 220)
(1686, 229)
(1686, 237)
(1687, 242)
(1688, 250)
(1688, 257)
(1691, 263)
(1692, 270)
(1692, 277)
(1693, 285)
(1694, 292)
(1697, 300)
(1698, 310)
(1699, 318)
(1701, 327)
(1702, 335)
(1702, 345)
(1702, 354)
(1702, 365)
(1702, 375)
(1702, 386)
(1702, 397)
(1702, 406)
(1702, 414)
(1701, 421)
(1701, 429)
(1700, 436)
(1699, 441)
(1697, 451)
(1696, 457)
(1695, 465)
(1694, 473)
(1693, 482)
(1691, 491)
(1690, 500)
(1690, 508)
(1685, 517)
(1683, 525)
(1681, 532)
(1679, 539)
(1675, 545)
(1673, 551)
(1669, 557)
(1665, 564)
(1661, 571)
(1656, 579)
(1651, 586)
(1645, 595)
(1642, 599)
(1637, 608)
(1632, 614)
(1627, 621)
(1622, 626)
(1617, 631)
(1609, 639)
(1605, 643)
(1600, 646)
(1591, 651)
(1581, 657)
(1570, 662)
(1561, 667)
(1548, 672)
(1541, 674)
(1532, 677)
(1523, 678)
(1516, 680)
(1508, 683)
(1502, 684)
(1493, 687)
(1483, 689)
(1472, 693)
(1461, 694)
(1449, 696)
(1438, 698)
(1428, 700)
(1414, 702)
(1402, 705)
(1390, 706)
(1379, 707)
(1367, 709)
(1355, 711)
(1341, 711)
(1327, 712)
(1312, 715)
(1298, 716)
(1284, 717)
(1266, 717)
(1253, 718)
(1238, 718)
(1226, 718)
(1212, 719)
(1200, 721)
(1186, 721)
(1173, 721)
(1160, 721)
(1144, 721)
(1127, 722)
(1112, 724)
(1095, 726)
(1078, 727)
(1063, 727)
(1047, 727)
(1033, 727)
(1016, 727)
(1002, 728)
(986, 728)
(969, 728)
(956, 728)
(941, 728)
(928, 728)
(915, 728)
(903, 728)
(891, 728)
(879, 728)
(867, 728)
(855, 728)
(843, 728)
(833, 728)
(821, 728)
(809, 728)
(794, 728)
(782, 728)
(766, 728)
(753, 728)
(739, 728)
(722, 728)
(706, 728)
(689, 728)
(671, 727)
(653, 723)
(631, 717)
(611, 708)
(594, 702)
(578, 693)
(564, 684)
(554, 677)
(543, 668)
(535, 662)
(529, 655)
(523, 649)
(517, 643)
(510, 636)
(502, 626)
(492, 614)
(482, 606)
(470, 592)
(453, 575)
(442, 562)
(433, 550)
(428, 544)
(420, 536)
(415, 529)
(409, 522)
(403, 515)
(399, 507)
(394, 496)
(387, 488)
(381, 478)
(374, 467)
(369, 458)
(360, 445)
(353, 432)
(346, 417)
(338, 404)
(326, 383)
(316, 364)
(303, 343)
(289, 314)
(280, 291)
(271, 271)
(265, 254)
(259, 239)
(254, 231)
(252, 221)
(249, 215)
(247, 211)
(245, 204)
(244, 199)
(241, 194)
(239, 191)
(236, 186)
(236, 184)
(234, 181)
(233, 179)
(232, 177)
(231, 176)
(231, 174)
(223, 175)
(213, 182)
(205, 187)
(196, 190)
(186, 195)
(181, 197)
(176, 201)
(171, 206)
(166, 209)
(161, 214)
(159, 216)
(155, 221)
(152, 225)
(148, 231)
(143, 238)
(141, 244)
(136, 252)
(133, 259)
(132, 269)
(130, 276)
(128, 283)
(126, 290)
(125, 296)
(122, 304)
(122, 311)
(121, 319)
(120, 328)
(120, 335)
(120, 340)
(120, 348)
(122, 356)
(124, 363)
(127, 371)
(130, 378)
(135, 387)
(138, 395)
(141, 402)
(144, 411)
(146, 416)
(149, 424)
(151, 432)
(154, 439)
(156, 449)
(158, 457)
(161, 464)
(164, 474)
(169, 481)
(172, 489)
(176, 500)
(182, 511)
(187, 522)
(193, 534)
(198, 542)
(204, 551)
(207, 559)
(210, 568)
(214, 574)
(217, 579)
(220, 585)
(224, 593)
(229, 601)
(233, 606)
(238, 613)
(242, 619)
(245, 624)
(249, 629)
(254, 634)
(259, 640)
(264, 647)
(269, 652)
(276, 660)
(286, 667)
(294, 673)
(301, 677)
(309, 680)
(316, 684)
(326, 688)
(330, 690)
(340, 695)
(347, 699)
(358, 703)
(368, 705)
(379, 710)
(391, 712)
(403, 715)
(414, 720)
(429, 723)
(442, 727)
(457, 731)
(471, 732)
(483, 735)
(498, 737)
(513, 739)
(528, 740)
(543, 744)
(558, 745)
(575, 749)
(588, 749)
(604, 749)
(621, 749)
(635, 749)
(650, 749)
(665, 749)
(678, 749)
(692, 749)
(706, 749)
(720, 749)
(733, 749)
(748, 749)
(766, 749)
(794, 748)
(812, 746)
(838, 741)
(861, 738)
(883, 732)
(907, 725)
(932, 717)
(954, 711)
(979, 703)
(1008, 697)
(1030, 690)
(1055, 682)
(1082, 674)
(1098, 670)
(1117, 665)
(1131, 660)
(1141, 658)
(1149, 655)
(1156, 654)
(1163, 651)
(1171, 648)
(1176, 645)
(1186, 640)
(1192, 637)
(1198, 634)
(1207, 630)
(1211, 627)
(1217, 622)
(1226, 617)
(1235, 611)
(1241, 607)
(1247, 601)
(1254, 595)
(1259, 589)
(1266, 581)
(1271, 576)
(1276, 569)
(1281, 563)
(1286, 556)
(1294, 548)
(1299, 541)
(1304, 535)
(1307, 531)
(1311, 525)
(1316, 519)
(1318, 514)
(1320, 510)
(1320, 504)
(1321, 500)
(1324, 493)
(1324, 487)
(1325, 478)
(1326, 469)
(1329, 459)
(1330, 451)
(1331, 440)
(1332, 429)
(1332, 419)
(1332, 408)
(1332, 395)
(1332, 383)
(1332, 372)
(1332, 362)
(1332, 352)
(1332, 342)
(1332, 335)
(1330, 325)
(1328, 318)
(1324, 309)
(1324, 304)
(1322, 298)
(1320, 294)
(1318, 291)
(1315, 285)
(1313, 280)
(1311, 276)
(1308, 270)
(1305, 266)
(1301, 260)
(1299, 257)
(1295, 251)
(1291, 246)
(1287, 241)
(1282, 237)
(1274, 232)
(1270, 228)
(1260, 223)
(1254, 219)
(1245, 214)
(1238, 210)
(1228, 205)
(1218, 201)
(1207, 196)
(1195, 192)
(1185, 188)
(1176, 185)
(1166, 182)
(1158, 180)
(1148, 178)
(1139, 173)
(1129, 170)
(1117, 168)
(1106, 165)
(1095, 164)
(1086, 163)
(1076, 162)
(1064, 159)
(1055, 158)
(1045, 157)
